"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"KU591630","1701","Human","4 (HA)","H3N2","USA","N","2015/11/02","Influenza A virus (A/Louisiana/06/2015(H3N2))","","","","","","c"
"KX412421","1737","Human","4 (HA)","H3N2","USA","N","2015/11/02","Influenza A virus (A/Louisiana/06/2015(H3N2))","","","","","","c"
"KT837447","1701","Human","4 (HA)","H3N2","USA","N","2014/10/10","Influenza A virus (A/Louisiana/07/2014(H3N2))","","","","","","c"
"KC893152","1701","Human","4 (HA)","H3N2","USA","N","2012/08/21","Influenza A virus (A/Louisiana/08/2012(H3N2))","","","","","","c"
"KT837480","1701","Human","4 (HA)","H3N2","USA","N","2014/10/11","Influenza A virus (A/Louisiana/08/2014(H3N2))","","","","","","c"
"KX413014","1737","Human","4 (HA)","H3N2","USA","N","2015/12/09","Influenza A virus (A/Louisiana/08/2015(H3N2))","","","","","","c"
"KF790185","1701","Human","4 (HA)","H3N2","USA","N","2012/10/30","Influenza A virus (A/Louisiana/09/2012(H3N2))","","","","","","c"
"KM064032","1701","Human","4 (HA)","H3N2","USA","N","2013/10/07","Influenza A virus (A/Louisiana/09/2013(H3N2))","","","","","","c"
"KT837494","1701","Human","4 (HA)","H3N2","USA","N","2014/10/11","Influenza A virus (A/Louisiana/09/2014(H3N2))","","","","","","c"
"KX416152","1737","Human","4 (HA)","H3N2","USA","N","2016/03/07","Influenza A virus (A/Louisiana/09/2016(H3N2))","","","","","","c"
"CY223285","1737","Human","4 (HA)","H3N2","USA","N","2017/01/25","Influenza A virus (A/Louisiana/10/2017(H3N2))","","","","","","c"
"KF790491","1701","Human","4 (HA)","H3N2","USA","N","2012/11/06","Influenza A virus (A/Louisiana/11/2012(H3N2))","","","","","","c"
"KX413022","1737","Human","4 (HA)","H3N2","USA","N","2015/12/19","Influenza A virus (A/Louisiana/11/2015(H3N2))","","","","","","c"
"KT837574","1701","Human","4 (HA)","H3N2","USA","N","2014/10/21","Influenza A virus (A/Louisiana/13/2014(H3N2))","","","","","","c"
"CY224070","1737","Human","4 (HA)","H3N2","USA","N","2017/02/22","Influenza A virus (A/Louisiana/13/2017(H3N2))","","","","","","c"
"CY227878","1737","Human","4 (HA)","H3N2","USA","N","2017/03/16","Influenza A virus (A/Louisiana/15/2017(H3N2))","","","","","","c"
"KF789748","1701","Human","4 (HA)","H3N2","USA","N","2012/12/04","Influenza A virus (A/Louisiana/16/2012(H3N2))","","","","","","c"
"KX416920","1737","Human","4 (HA)","H3N2","USA","N","2016/03/18","Influenza A virus (A/Louisiana/17/2016(H3N2))","","","","","","c"
"CY227686","1737","Human","4 (HA)","H3N2","USA","N","2017/03/05","Influenza A virus (A/Louisiana/17/2017(H3N2))","","","","","","c"
"CY227678","1737","Human","4 (HA)","H3N2","USA","N","2017/03/08","Influenza A virus (A/Louisiana/19/2017(H3N2))","","","","","","c"
"KX918260","1737","Human","4 (HA)","H3N2","USA","N","2016/04/14","Influenza A virus (A/Louisiana/21/2016(H3N2))","","","","","","c"
"CY230762","1737","Human","4 (HA)","H3N2","USA","N","2017/03/20","Influenza A virus (A/Louisiana/23/2017(H3N2))","","","","","","c"
"CY210171","1737","Human","4 (HA)","H3N2","USA","N","2016/10/25","Influenza A virus (A/Louisiana/24/2016(H3N2))","","","","","","c"
"CY230770","1737","Human","4 (HA)","H3N2","USA","N","2017/04/11","Influenza A virus (A/Louisiana/25/2017(H3N2))","","","","","","c"
"CY211474","1737","Human","4 (HA)","H3N2","USA","N","2016/11/14","Influenza A virus (A/Louisiana/26/2016(H3N2))","","","","","","c"
"CY232618","1737","Human","4 (HA)","H3N2","USA","N","2017/04/21","Influenza A virus (A/Louisiana/27/2017(H3N2))","","","","","","c"
"KT839366","1701","Human","4 (HA)","H3N2","USA","N","2014/11/24","Influenza A virus (A/Louisiana/28/2014(H3N2))","","","","","","c"
"CY213786","1737","Human","4 (HA)","H3N2","USA","N","2016/11/15","Influenza A virus (A/Louisiana/29/2016(H3N2))","","","","","","c"
"CY211490","1737","Human","4 (HA)","H3N2","USA","N","2016/11/23","Influenza A virus (A/Louisiana/30/2016(H3N2))","","","","","","c"
"CY213066","1737","Human","4 (HA)","H3N2","USA","N","2016/12/06","Influenza A virus (A/Louisiana/32/2016(H3N2))","","","","","","c"
"CY213994","1737","Human","4 (HA)","H3N2","USA","N","2016/12/27","Influenza A virus (A/Louisiana/35/2016(H3N2))","","","","","","c"
"CY235416","1737","Human","4 (HA)","H3N2","USA","N","2017/05/13","Influenza A virus (A/Louisiana/35/2017(H3N2))","","","","","","c"
"KT839850","1701","Human","4 (HA)","H3N2","USA","N","2014/12/06","Influenza A virus (A/Louisiana/38/2014(H3N2))","","","","","","c"
"KM064078","1701","Human","4 (HA)","H3N2","USA","N","2013/12/29","Influenza A virus (A/Louisiana/39/2013(H3N2))","","","","","","c"
"KU592839","1701","Human","4 (HA)","H3N2","USA","N","2013/12/29","Influenza A virus (A/Louisiana/39/2013(H3N2))","","","","","","c"
"CY234802","1737","Human","4 (HA)","H3N2","USA","N","2017/04/26","Influenza A virus (A/Louisiana/41/2017(H3N2))","","","","","","c"
"CY193402","1701","Human","4 (HA)","H3N2","USA","N","2014/11/25","Influenza A virus (A/Louisiana/4149/2014(H3N2))","","","","","","c"
"CY234794","1737","Human","4 (HA)","H3N2","USA","N","2017/05/02","Influenza A virus (A/Louisiana/42/2017(H3N2))","","","","","","c"
"CY193540","1701","Human","4 (HA)","H3N2","USA","N","2014/12/18","Influenza A virus (A/Louisiana/4287/2014(H3N2))","","","","","","c"
"CY193541","1701","Human","4 (HA)","H3N2","USA","N","2014/12/18","Influenza A virus (A/Louisiana/4288/2014(H3N2))","","","","","","c"
"CY235952","1737","Human","4 (HA)","H3N2","USA","N","2017/05/31","Influenza A virus (A/Louisiana/46/2017(H3N2))","","","","","","c"
"CY113573","1732","Human","4 (HA)","H3N2","France","N","1991/12/09","Influenza A virus (A/Lyon/1149/1991(H3N2))","","","","","","c"
"CY113589","1734","Human","4 (HA)","H3N2","France","N","1991/12/12","Influenza A virus (A/Lyon/1189/1991(H3N2))","","","","","","c"
"CY113597","1731","Human","4 (HA)","H3N2","France","N","1991/12/12","Influenza A virus (A/Lyon/1276/1991(H3N2))","","","","","","c"
"CY113605","1731","Human","4 (HA)","H3N2","France","N","1991/12/16","Influenza A virus (A/Lyon/1337/1991(H3N2))","","","","","","c"
"CY113621","1731","Human","4 (HA)","H3N2","France","N","1991/12/26","Influenza A virus (A/Lyon/1594/1991(H3N2))","","","","","","c"
"CY114277","1731","Human","4 (HA)","H3N2","France","N","1996/10/26","Influenza A virus (A/Lyon/1781/1996(H3N2))","","","","","","c"
"CY112548","1732","Human","4 (HA)","H3N2","France","N","1993/11/27","Influenza A virus (A/Lyon/1803/1993(H3N2))","","","","","","c"
"CY113989","1734","Human","4 (HA)","H3N2","France","N","1993/11/30","Influenza A virus (A/Lyon/1815/1993(H3N2))","","","","","","c"
"CY112556","1732","Human","4 (HA)","H3N2","France","N","1993/12/02","Influenza A virus (A/Lyon/22686/1993(H3N2))","","","","","","c"
"CY114213","1731","Human","4 (HA)","H3N2","France","N","1995/11/20","Influenza A virus (A/Lyon/2279/1995(H3N2))","","","","","","c"
"CY113997","1731","Human","4 (HA)","H3N2","France","N","1993/12/14","Influenza A virus (A/Lyon/23602/1993(H3N2))","","","","","","c"
"CY113981","1731","Human","4 (HA)","H3N2","France","N","1993/02/22","Influenza A virus (A/Lyon/672/1993(H3N2))","","","","","","c"
"KM064079","1701","Human","4 (HA)","H3N2","USA","N","2014/01/10","Influenza A virus (A/Maine/01/2014(H3N2))","","","","","","c"
"KT841521","1701","Human","4 (HA)","H3N2","USA","N","2015/01/01","Influenza A virus (A/Maine/01/2015(H3N2))","","","","","","c"
"KC882541","1701","Human","4 (HA)","H3N2","USA","N","2010/12/28","Influenza A virus (A/Maine/02/2010(H3N2))","","","","","","c"
"KC882536","1701","Human","4 (HA)","H3N2","USA","N","2011/01/03","Influenza A virus (A/Maine/02/2011(H3N2))","","","","","","c"
"KC892294","1701","Human","4 (HA)","H3N2","USA","N","2012/02/03","Influenza A virus (A/Maine/02/2012(H3N2))","","","","","","c"
"KT841853","1701","Human","4 (HA)","H3N2","USA","N","2015/01/01","Influenza A virus (A/Maine/03/2015(H3N2))","","","","","","c"
"KX413070","1737","Human","4 (HA)","H3N2","USA","N","2016/02/13","Influenza A virus (A/Maine/03/2016(H3N2))","","","","","","c"
"CY216321","1737","Human","4 (HA)","H3N2","USA","N","2017/01/20","Influenza A virus (A/Maine/03/2017(H3N2))","","","","","","c"
"KC892492","1701","Human","4 (HA)","H3N2","USA","N","2012/03/02","Influenza A virus (A/Maine/04/2012(H3N2))","","","","","","c"
"KT841338","1701","Human","4 (HA)","H3N2","USA","N","2015/01/02","Influenza A virus (A/Maine/04/2015(H3N2))","","","","","","c"
"CY216313","1737","Human","4 (HA)","H3N2","USA","N","2017/01/22","Influenza A virus (A/Maine/04/2017(H3N2))","","","","","","c"
"KC882526","1701","Human","4 (HA)","H3N2","USA","N","2011/02/03","Influenza A virus (A/Maine/05/2011(H3N2))","","","","","","c"
"KC893164","1701","Human","4 (HA)","H3N2","USA","N","2012/04/03","Influenza A virus (A/Maine/05/2012(H3N2))","","","","","","c"
"KF789696","1701","Human","4 (HA)","H3N2","USA","N","2012/04/03","Influenza A virus (A/Maine/05/2012(H3N2))","","","","","","c"
"KT837436","1701","Human","4 (HA)","H3N2","USA","N","2014/10/14","Influenza A virus (A/Maine/05/2014(H3N2))","","","","","","c"
"KT841606","1701","Human","4 (HA)","H3N2","USA","N","2015/01/02","Influenza A virus (A/Maine/05/2015(H3N2))","","","","","","c"
"CY216337","1737","Human","4 (HA)","H3N2","USA","N","2017/01/22","Influenza A virus (A/Maine/05/2017(H3N2))","","","","","","c"
"JN866186","1701","Human","4 (HA)","H3N2","USA","N","2011/10/10","Influenza A virus (A/Maine/06/2011(H3N2))","","","","","","c"
"KT838047","1701","Human","4 (HA)","H3N2","USA","N","2014/10/18","Influenza A virus (A/Maine/06/2014(H3N2))","","","","","","c"
"CY216345","1737","Human","4 (HA)","H3N2","USA","N","2017/01/22","Influenza A virus (A/Maine/06/2017(H3N2))","","","","","","c"
"KC892597","1701","Human","4 (HA)","H3N2","USA","N","2012/05/21","Influenza A virus (A/Maine/07/2012(H3N2))","","","","","","c"
"KT840883","1701","Human","4 (HA)","H3N2","USA","N","2014/12/29","Influenza A virus (A/Maine/07/2014(H3N2))","","","","","","c"
"CY216329","1737","Human","4 (HA)","H3N2","USA","N","2017/01/23","Influenza A virus (A/Maine/07/2017(H3N2))","","","","","","c"
"KF790227","1701","Human","4 (HA)","H3N2","USA","N","2012/10/28","Influenza A virus (A/Maine/08/2012(H3N2))","","","","","","c"
"CY220343","1737","Human","4 (HA)","H3N2","USA","N","2017/01/31","Influenza A virus (A/Maine/08/2017(H3N2))","","","","","","c"
"KT842144","1701","Human","4 (HA)","H3N2","USA","N","2015/02/13","Influenza A virus (A/Maine/09/2015(H3N2))","","","","","","c"
"CY220351","1737","Human","4 (HA)","H3N2","USA","N","2017/02/05","Influenza A virus (A/Maine/09/2017(H3N2))","","","","","","c"
"KT842065","1701","Human","4 (HA)","H3N2","USA","N","2015/02/18","Influenza A virus (A/Maine/10/2015(H3N2))","","","","","","c"
"KY090333","1701","Human","4 (HA)","H3N2","USA","N","2015/02/23","Influenza A virus (A/Maine/11/2015(H3N2))","","","","","","c"
"CY223862","1737","Human","4 (HA)","H3N2","USA","N","2017/02/15","Influenza A virus (A/Maine/11/2017(H3N2))","","","","","","c"
"CY227454","1737","Human","4 (HA)","H3N2","USA","N","2017/03/08","Influenza A virus (A/Maine/12/2017(H3N2))","","","","","","c"
"CY231091","1737","Human","4 (HA)","H3N2","USA","N","2017/03/09","Influenza A virus (A/Maine/13/2017(H3N2))","","","","","","c"
"CY227534","1737","Human","4 (HA)","H3N2","USA","N","2017/03/13","Influenza A virus (A/Maine/14/2017(H3N2))","","","","","","c"
"CY227542","1737","Human","4 (HA)","H3N2","USA","N","2017/03/16","Influenza A virus (A/Maine/15/2017(H3N2))","","","","","","c"
"CY228653","1737","Human","4 (HA)","H3N2","USA","N","2017/03/29","Influenza A virus (A/Maine/16/2017(H3N2))","","","","","","c"
"KT842858","1701","Human","4 (HA)","H3N2","USA","N","2015/03/02","Influenza A virus (A/Maine/17/2015(H3N2))","","","","","","c"
"KT842873","1701","Human","4 (HA)","H3N2","USA","N","2015/03/03","Influenza A virus (A/Maine/18/2015(H3N2))","","","","","","c"
"CY232547","1737","Human","4 (HA)","H3N2","USA","N","2017/04/13","Influenza A virus (A/Maine/18/2017(H3N2))","","","","","","c"
"KT842854","1701","Human","4 (HA)","H3N2","USA","N","2015/03/11","Influenza A virus (A/Maine/20/2015(H3N2))","","","","","","c"
"KY003485","1737","Human","4 (HA)","H3N2","USA","N","2016/09/12","Influenza A virus (A/Maine/21/2016(H3N2))","","","","","","c"
"KY116102","1737","Human","4 (HA)","H3N2","USA","N","2016/09/17","Influenza A virus (A/Maine/22/2016(H3N2))","","","","","","c"
"KY116670","1737","Human","4 (HA)","H3N2","USA","N","2016/10/23","Influenza A virus (A/Maine/23/2016(H3N2))","","","","","","c"
"KT835987","1701","Human","4 (HA)","H3N2","USA","N","2015/01/29","Influenza A virus (A/Maine/24/2015(H3N2))","","","","","","c"
"CY212041","1737","Human","4 (HA)","H3N2","USA","N","2016/12/08","Influenza A virus (A/Maine/24/2016(H3N2))","","","","","","c"
"KY089257","1701","Human","4 (HA)","H3N2","USA","N","2015/02/27","Influenza A virus (A/Maine/38/2015(H3N2))","","","","","","c"
"KU590372","1701","Human","4 (HA)","H3N2","USA","N","2015/10/07","Influenza A virus (A/Maine/39/2015(H3N2))","","","","","","c"
"KU590380","1701","Human","4 (HA)","H3N2","USA","N","2015/10/09","Influenza A virus (A/Maine/40/2015(H3N2))","","","","","","c"
"KU590388","1701","Human","4 (HA)","H3N2","USA","N","2015/10/12","Influenza A virus (A/Maine/41/2015(H3N2))","","","","","","c"
"KU591007","1701","Human","4 (HA)","H3N2","USA","N","2015/10/19","Influenza A virus (A/Maine/43/2015(H3N2))","","","","","","c"
"KX411981","1737","Human","4 (HA)","H3N2","USA","N","2015/10/19","Influenza A virus (A/Maine/43/2015(H3N2))","","","","","","c"
"CY118418","1731","Human","4 (HA)","H3N2","Malaysia","T","1995/07/03","Influenza A virus (A/Malaysia/07145/1995(H3N2))","","","","","","c"
"CY118426","1731","Human","4 (HA)","H3N2","Malaysia","T","1995/09/27","Influenza A virus (A/Malaysia/07831/1995(H3N2))","","","","","","c"
"CY118434","1731","Human","4 (HA)","H3N2","Malaysia","T","1995/09/27","Influenza A virus (A/Malaysia/07832/1995(H3N2))","","","","","","c"
"CY117698","1731","Human","4 (HA)","H3N2","Malaysia","T","1996/05/24","Influenza A virus (A/Malaysia/10081/1996(H3N2))","","","","","","c"
"CY118442","1732","Human","4 (HA)","H3N2","Malaysia","T","1996/06/19","Influenza A virus (A/Malaysia/10111/1996(H3N2))","","","","","","c"
"CY117706","1731","Human","4 (HA)","H3N2","Malaysia","T","1996/05/30","Influenza A virus (A/Malaysia/10135/1996(H3N2))","","","","","","c"
"CY118450","1731","Human","4 (HA)","H3N2","Malaysia","T","1996/07/02","Influenza A virus (A/Malaysia/10360/1996(H3N2))","","","","","","c"
"CY118458","1731","Human","4 (HA)","H3N2","Malaysia","T","1996/07/03","Influenza A virus (A/Malaysia/10370/1996(H3N2))","","","","","","c"
"CY117714","1732","Human","4 (HA)","H3N2","Malaysia","T","1998/12/28","Influenza A virus (A/Malaysia/10675/1998(H3N2))","","","","","","c"
"CY118474","1734","Human","4 (HA)","H3N2","Malaysia","T","1999/01/06","Influenza A virus (A/Malaysia/10717/1999(H3N2))","","","","","","c"
"CY118634","1732","Human","4 (HA)","H3N2","Malaysia","T","1999/01/22","Influenza A virus (A/Malaysia/10759/1999(H3N2))","","","","","","c"
"CY118466","1731","Human","4 (HA)","H3N2","Malaysia","T","1999/01/23","Influenza A virus (A/Malaysia/10807/1999(H3N2))","","","","","","c"
"CY117721","1731","Human","4 (HA)","H3N2","Malaysia","T","1999/01/25","Influenza A virus (A/Malaysia/10816/1999(H3N2))","","","","","","c"
"CY118482","1735","Human","4 (HA)","H3N2","Malaysia","T","1999/02/02","Influenza A virus (A/Malaysia/10877/1999(H3N2))","","","","","","c"
"CY117728","1735","Human","4 (HA)","H3N2","Malaysia","T","1999/02/02","Influenza A virus (A/Malaysia/10879/1999(H3N2))","","","","","","c"
"CY118490","1731","Human","4 (HA)","H3N2","Malaysia","T","1999/02/11","Influenza A virus (A/Malaysia/10969/1999(H3N2))","","","","","","c"
"CY117736","1732","Human","4 (HA)","H3N2","Malaysia","T","1999/02/11","Influenza A virus (A/Malaysia/10970/1999(H3N2))","","","","","","c"
"CY118498","1735","Human","4 (HA)","H3N2","Malaysia","T","1999/02/18","Influenza A virus (A/Malaysia/10997/1999(H3N2))","","","","","","c"
"CY118506","1735","Human","4 (HA)","H3N2","Malaysia","T","1996/12/24","Influenza A virus (A/Malaysia/11473/1996(H3N2))","","","","","","c"
"CY119082","1732","Human","4 (HA)","H3N2","Malaysia","T","1999/07/14","Influenza A virus (A/Malaysia/12106/1999(H3N2))","","","","","","c"
"CY118514","1735","Human","4 (HA)","H3N2","Malaysia","T","1999/07/16","Influenza A virus (A/Malaysia/12132/1999(H3N2))","","","","","","c"
"CY118522","1729","Human","4 (HA)","H3N2","Malaysia","T","1999/09/13","Influenza A virus (A/Malaysia/12550/1999(H3N2))","","","","","","c"
"CY118530","1735","Human","4 (HA)","H3N2","Malaysia","T","1997/06/02","Influenza A virus (A/Malaysia/12726/1997(H3N2))","","","","","","c"
"CY118538","1728","Human","4 (HA)","H3N2","Malaysia","T","1999/10/09","Influenza A virus (A/Malaysia/12766/1999(H3N2))","","","","","","c"
"CY118546","1732","Human","4 (HA)","H3N2","Malaysia","T","1999/10/28","Influenza A virus (A/Malaysia/12904/1999(H3N2))","","","","","","c"
"CY118554","1732","Human","4 (HA)","H3N2","Malaysia","T","1999/11/02","Influenza A virus (A/Malaysia/12942/1999(H3N2))","","","","","","c"
"CY118570","1734","Human","4 (HA)","H3N2","Malaysia","T","1999/11/13","Influenza A virus (A/Malaysia/12990/1999(H3N2))","","","","","","c"
"CY118578","1731","Human","4 (HA)","H3N2","Malaysia","T","1999/11/11","Influenza A virus (A/Malaysia/13002/1999(H3N2))","","","","","","c"
"CY118586","1734","Human","4 (HA)","H3N2","Malaysia","T","1999/11/20","Influenza A virus (A/Malaysia/13094/1999(H3N2))","","","","","","c"
"CY117752","1735","Human","4 (HA)","H3N2","Malaysia","T","1997/07/24","Influenza A virus (A/Malaysia/13241/1997(H3N2))","","","","","","c"
"CY118594","1731","Human","4 (HA)","H3N2","Malaysia","T","1999/12/13","Influenza A virus (A/Malaysia/13246/1999(H3N2))","","","","","","c"
"CY117760","1731","Human","4 (HA)","H3N2","Malaysia","T","1999/12/23","Influenza A virus (A/Malaysia/13328/1999(H3N2))","","","","","","c"
"CY117768","1731","Human","4 (HA)","H3N2","Malaysia","T","1999/12/23","Influenza A virus (A/Malaysia/13329/1999(H3N2))","","","","","","c"
"CY117784","1732","Human","4 (HA)","H3N2","Malaysia","T","1997/12/20","Influenza A virus (A/Malaysia/14712/1997(H3N2))","","","","","","c"
"CY118906","1732","Human","4 (HA)","H3N2","Malaysia","T","2006/10/12","Influenza A virus (A/Malaysia/1657167/2006(H3N2))","","","","","","c"
"CY118914","1732","Human","4 (HA)","H3N2","Malaysia","T","2006/10/19","Influenza A virus (A/Malaysia/1665090/2006(H3N2))","","","","","","c"
"CY118036","1731","Human","4 (HA)","H3N2","Malaysia","T","2006/10/27","Influenza A virus (A/Malaysia/1666666/2006(H3N2))","","","","","","c"
"CY118922","1732","Human","4 (HA)","H3N2","Malaysia","T","2006/11/15","Influenza A virus (A/Malaysia/1674395/2006(H3N2))","","","","","","c"
"CY118930","1732","Human","4 (HA)","H3N2","Malaysia","T","2006/11/17","Influenza A virus (A/Malaysia/1676558/2006(H3N2))","","","","","","c"
"CY118938","1731","Human","4 (HA)","H3N2","Malaysia","T","2006/11/24","Influenza A virus (A/Malaysia/1681079/2006(H3N2))","","","","","","c"
"CY118602","1734","Human","4 (HA)","H3N2","Malaysia","T","1998/05/25","Influenza A virus (A/Malaysia/17230/1998(H3N2))","","","","","","c"
"CY117792","1731","Human","4 (HA)","H3N2","Malaysia","T","1998/05/29","Influenza A virus (A/Malaysia/17276/1998(H3N2))","","","","","","c"
